@T,table
Created,2016-11-08 19:32
Author,HortonMachine library
@H,timestamp,value_1
ID,,1
Type,Date,Double
Format,yyyy-MM-dd HH:mm,
,2017-01-01 00:00,-1
,2017-01-01 00:05,-1
,2017-01-01 00:10,-1
,2017-01-01 00:15,-1
,2017-01-01 00:20,-1
,2017-01-01 00:25,-1
,2017-01-01 00:30,-1
,2017-01-01 00:35,-1
,2017-01-01 00:40,-1
,2017-01-01 00:45,-1
,2017-01-01 00:50,-1
,2017-01-01 00:55,-1
,2017-01-01 01:00,-1
,2017-01-01 01:05,-1
,2017-01-01 01:10,-1
,2017-01-01 01:15,-1
,2017-01-01 01:20,-1
,2017-01-01 01:25,-1
,2017-01-01 01:30,-1
,2017-01-01 01:35,-1
,2017-01-01 01:40,-1
,2017-01-01 01:45,-1
,2017-01-01 01:50,-1
,2017-01-01 01:55,-1
,2017-01-01 02:00,-1
,2017-01-01 02:05,-1
,2017-01-01 02:10,-1
,2017-01-01 02:15,-1
,2017-01-01 02:20,-1
,2017-01-01 02:25,-1
,2017-01-01 02:30,-1
,2017-01-01 02:35,-1
,2017-01-01 02:40,-1
,2017-01-01 02:45,-1
,2017-01-01 02:50,-1
,2017-01-01 02:55,-1
,2017-01-01 03:00,-1
,2017-01-01 03:05,-1
,2017-01-01 03:10,-1
,2017-01-01 03:15,-1
,2017-01-01 03:20,-1
,2017-01-01 03:25,-1
,2017-01-01 03:30,-1
,2017-01-01 03:35,-1
,2017-01-01 03:40,-1
,2017-01-01 03:45,-1
,2017-01-01 03:50,-1
,2017-01-01 03:55,-1
,2017-01-01 04:00,-1
,2017-01-01 04:05,-1
,2017-01-01 04:10,-1
,2017-01-01 04:15,-1
,2017-01-01 04:20,-1
,2017-01-01 04:25,-1
,2017-01-01 04:30,-1
,2017-01-01 04:35,-1
,2017-01-01 04:40,-1
,2017-01-01 04:45,-1
,2017-01-01 04:50,-1
,2017-01-01 04:55,-1
,2017-01-01 05:00,-1
,2017-01-01 05:05,-1
,2017-01-01 05:10,-1
,2017-01-01 05:15,-1
,2017-01-01 05:20,-1
,2017-01-01 05:25,-1
,2017-01-01 05:30,-1
,2017-01-01 05:35,-1
,2017-01-01 05:40,-1
,2017-01-01 05:45,-1
,2017-01-01 05:50,-1
,2017-01-01 05:55,-1
,2017-01-01 06:00,-1
,2017-01-01 06:05,-1
,2017-01-01 06:10,-1
,2017-01-01 06:15,-1
,2017-01-01 06:20,-1
,2017-01-01 06:25,-1
,2017-01-01 06:30,-1
,2017-01-01 06:35,-1
,2017-01-01 06:40,-1
,2017-01-01 06:45,-1
,2017-01-01 06:50,-1
,2017-01-01 06:55,-1
,2017-01-01 07:00,-1
,2017-01-01 07:05,-1
,2017-01-01 07:10,-1
,2017-01-01 07:15,-1
,2017-01-01 07:20,-1
,2017-01-01 07:25,-1
,2017-01-01 07:30,-1
,2017-01-01 07:35,-1
,2017-01-01 07:40,-1
,2017-01-01 07:45,-1
,2017-01-01 07:50,-1
,2017-01-01 07:55,-1
,2017-01-01 08:00,-1
,2017-01-01 08:05,-1
,2017-01-01 08:10,-1
,2017-01-01 08:15,-1
,2017-01-01 08:20,-1
,2017-01-01 08:25,-1
,2017-01-01 08:30,-1
,2017-01-01 08:35,-1
,2017-01-01 08:40,-1
,2017-01-01 08:45,-1
,2017-01-01 08:50,-1
,2017-01-01 08:55,-1
,2017-01-01 09:00,-1
,2017-01-01 09:05,-1
,2017-01-01 09:10,-1
,2017-01-01 09:15,-1
,2017-01-01 09:20,-1
,2017-01-01 09:25,-1
,2017-01-01 09:30,-1
,2017-01-01 09:35,-1
,2017-01-01 09:40,-1
,2017-01-01 09:45,-1
,2017-01-01 09:50,-1
,2017-01-01 09:55,-1
,2017-01-01 10:00,-1
,2017-01-01 10:05,-1
,2017-01-01 10:10,-1
,2017-01-01 10:15,-1
,2017-01-01 10:20,-1
,2017-01-01 10:25,-1
,2017-01-01 10:30,-1
,2017-01-01 10:35,-1
,2017-01-01 10:40,-1
,2017-01-01 10:45,-1
,2017-01-01 10:50,-1
,2017-01-01 10:55,-1
,2017-01-01 11:00,-1
,2017-01-01 11:05,-1
,2017-01-01 11:10,-1
,2017-01-01 11:15,-1
,2017-01-01 11:20,-1
,2017-01-01 11:25,-1
,2017-01-01 11:30,-1
,2017-01-01 11:35,-1
,2017-01-01 11:40,-1
,2017-01-01 11:45,-1
,2017-01-01 11:50,-1
,2017-01-01 11:55,-1
,2017-01-01 12:00,-1
,2017-01-01 12:05,-1
,2017-01-01 12:10,-1
,2017-01-01 12:15,-1
,2017-01-01 12:20,-1
,2017-01-01 12:25,-1
,2017-01-01 12:30,-1
,2017-01-01 12:35,-1
,2017-01-01 12:40,-1
,2017-01-01 12:45,-1
,2017-01-01 12:50,-1
,2017-01-01 12:55,-1
,2017-01-01 13:00,-1
,2017-01-01 13:05,-1
,2017-01-01 13:10,-1
,2017-01-01 13:15,-1
,2017-01-01 13:20,-1
,2017-01-01 13:25,-1
,2017-01-01 13:30,-1
,2017-01-01 13:35,-1
,2017-01-01 13:40,-1
,2017-01-01 13:45,-1
,2017-01-01 13:50,-1
,2017-01-01 13:55,-1
,2017-01-01 14:00,-1
,2017-01-01 14:05,-1
,2017-01-01 14:10,-1
,2017-01-01 14:15,-1
,2017-01-01 14:20,-1
,2017-01-01 14:25,-1
,2017-01-01 14:30,-1
,2017-01-01 14:35,-1
,2017-01-01 14:40,-1
,2017-01-01 14:45,-1
,2017-01-01 14:50,-1
,2017-01-01 14:55,-1
,2017-01-01 15:00,-1
,2017-01-01 15:05,-1
,2017-01-01 15:10,-1
,2017-01-01 15:15,-1
,2017-01-01 15:20,-1
,2017-01-01 15:25,-1
,2017-01-01 15:30,-1
,2017-01-01 15:35,-1
,2017-01-01 15:40,-1
,2017-01-01 15:45,-1
,2017-01-01 15:50,-1
,2017-01-01 15:55,-1
,2017-01-01 16:00,-1
,2017-01-01 16:05,-1
,2017-01-01 16:10,-1
,2017-01-01 16:15,-1
,2017-01-01 16:20,-1
,2017-01-01 16:25,-1
,2017-01-01 16:30,-1
,2017-01-01 16:35,-1
,2017-01-01 16:40,-1
,2017-01-01 16:45,-1
